"region","dealer_code","dealer_name","channel_name","case_id","description","created_on","created_by","updated_on","updated_by","reason_code","case_owner","status","case_sub_type_id","case_closure_date","escalation_level"
"EAST 1","11833 - KNI","STARBURST MOTORS PVT LTD","Arena","B4455370520","Customer Concern VOC-- Customer says My Maruti car WB 89 B 1752 was having problem of starting on 21st May ,2026 and  it was given to Starburst Kalyani Service Centre on 22nd May,2026 , it has been more than 20 days and I still did not receive the car back .
Kindly check on this matter . My main concern is I haven't received my Maruti car WB89B1752 even after 20 days without stating any reason by the service centre .
 So kindly check the matter.
 The required information is stated below.===============================================Synopsis of VOC-- The complainant is raising a formal grievance regarding the unexplained detention of their Maruti vehicle (registration number WB 89 B 1752) at the Starburst Kalyani Service Centre. The vehicle was brought to the workshop on 22 May 2026 due to an engine starting issue experienced the previous day. Despite a lapse of more than 20 days, the service centre has failed to return the car or provide any technical explanation for the delay, causing significant concern to the customer. Consequently, the complainant is requesting corporate intervention to investigate the workshop's silence, expedite the pending repairs, and ensure the swift return of the vehicle. Kindly look into this matter as earlier.","2026-06-18 15:01:48.818897","81111275@maruticrm.onmicrosoft.com","2026-06-18 15:01:48.818897","81111275@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH 2","10028 - JLR","RNS MOTORS LTD","Arena","B3223630292","Shyam Rajkhowa (Contact: 8095362009) is seeking the urgent resolution of an unclosed dispute regarding a false service job creation (Job ID: JC26001362), which he has requested to be deleted. Despite dedicating nearly a month to consistent follow-ups and delivering multiple unresolved reminders and complaints to both the RNS Motors dealership and the Maruti Suzuki after-sales division, the issue remains unresolved. Consequently, the customer is requesting the official email address and direct phone number of Maruti Suzuki's Head of After Sales to escalate the matter for an immediate closeout. Kindly look into the matter at earliest.","2026-06-18 15:07:20.699969","81110966@maruticrm.onmicrosoft.com","2026-06-18 15:07:20.699969","81110966@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 4","13459 - PIN","AUTO GALLERY (A UNIT OF RKH AUTOMOBILES PRIVATE LIMITED)","Nexa","B1070122272","Sir/Madam
I have purchased front parking sensor online from maruti suzuki app

This product is delivered and fitted today i.e. on 18/06/2026 in my grand vitara car no.  HR06BJ0122

This product is not usable 

This product irritate 

This product is loading Every time 

I want to return this product 

So you are kindly requested to please make arrange to return this product 

Waiting for your reply

Thanks


MSGA000419836","2026-06-18 15:08:11.497056","81109571@maruticrm.onmicrosoft.com","2026-06-18 15:08:11.497056","81109571@maruticrm.onmicrosoft.com","OPEN","Query- Accessories","OPEN","1",NULL,NULL
"WEST 3","50303 - ASC","POPULAR WHEELERS INDIA PVT LTD","True Value","B3794805664","The customer is extremely distressed because they purchased a vehicle from True Value a year and a half ago, but the Registration Certificate (RC) has still not been transferred to their name. No one is helping them, and the staff keeps giving empty assurances that it will be done, without taking any action. Please investigate this immediately.","2026-06-18 15:13:34.863093","1154261@maruticrm.onmicrosoft.com","2026-06-18 15:13:34.863093","1154261@maruticrm.onmicrosoft.com","OPEN","Query-True Value","OPEN","1",NULL,NULL
"WEST 3","14950 - VAP","AMAR CARS PVT. LTD.","Arena","B6416729122","The customer is extremely distressed because they took their second-hand vehicle to the service station for repairs, but the staff members are completely refusing to attend to it. Please investigate this matter urgently.","2026-06-18 15:25:28.532971","1154261@maruticrm.onmicrosoft.com","2026-06-18 15:25:28.532971","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10854 - GRD","KTL PVT. LTD.","Arena","B3805659496","""The customer is facing an issue with their newly purchased car, stating that it was delivered with absolutely no petrol and without the standard red ribbon. The customer is highly disappointed by this poor delivery experience. To address this, I have provided the contact numbers of our senior officials.""","2026-06-18 15:33:38.504725","1153949@maruticrm.onmicrosoft.com","2026-06-18 15:33:38.504725","1153949@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"NORTH 1","13288 - ATA","AKANKSHA AUTOMOBILES (RUDRAPUR) PVT LTD","Arena","B9747416030","customer called and said that he has paid all the amount but work not done as customer was not available and not even opened the tyre customer wanted to get video or refund of the amount","2026-06-18 15:35:03.395981","1154837@maruticrm.onmicrosoft.com","2026-06-18 15:35:03.395981","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 3","10216 - DAU","VIPUL MOTORS PVT. LTD.","Arena","B2040607565","Customer called and ssaiud that there The customer got their vehicle serviced and repaired the day before yesterday. They state that the service quality was extremely poor, as the noise coming from both the axles—which they had specifically reported—is still persisting  And customer got a mail that no issue there in excel  

","2026-06-18 15:37:02.98818","1154837@maruticrm.onmicrosoft.com","2026-06-18 15:37:02.98818","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 3","11379 - SRT","KATARIA AUTOMOBILES PVT. LTD.","Arena","B2335897872","""The customer is registering a critical financial and behavioral grievance regarding a severe breach of trust and dealer misconduct by Competent Automobiles Co. Ltd. (Dwarka Sector 14, near NSIT) Competent Automobiles. The customer booked a Maruti Suzuki Dzire Tour CNG vehicle and made the entire full vehicle payment in cash to the dealership. Despite securing the full payment, the showroom has failed to deliver the vehicle on the promised date, provided completely unresponsive communication, and engaged in highly unprofessional and abusive behavior with the customer upon follow-up. The customer has successfully captured concrete evidence of this misconduct via a call/audio recording, which they wish to officially register with customer care to support their claim. This case represents a severe violation of customer rights, potential financial diversion, and damage to the brand's reputation. Immediate escalation to the Regional Sales Head, Commercial Compliance Team, and Nodal Officers is required. The dealership management must be ordered to produce the booking file, provide immediate delivery verification, and an official inquiry must be launched into the staff's behavior using the customer's recorded evidence within 24 hours.""","2026-06-18 15:41:08.828894","1154589@maruticrm.onmicrosoft.com","2026-06-18 15:41:08.828894","1154589@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"NORTH 3","10018 - FTH","KTL PVT. LTD.","Nexa","B3293878408","""The customer is very upset because their car went to the service station, but after the service, they found out that the AC filter was not changed even though the charges for it were added to the bill."" KTL PVT. LTD. NH-2, OPP.RTO OFFICE, KANPUR ROAD, FATEHPUR. PIN: 212601 ","2026-06-18 15:42:00.120771","1154261@maruticrm.onmicrosoft.com","2026-06-18 15:42:00.120771","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 1","10214 - RDR","SHAKUMBARI AUTOMOBILES PVT LTD","Nexa","B4791319817","customer called and said he has got repaaired the car but boot space water getting inside after servicing customer ","2026-06-18 15:46:19.672397","1154837@maruticrm.onmicrosoft.com","2026-06-18 15:46:19.672397","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","13295 - JNC","AZAD MOTORS","Nexa","B9025373470","I am writing to lodge a strict complaint regarding the poor service I received at Azad Motors, Dewas. Despite my expectations of professional service, the issues with my vehicle remain unresolved.

Specifically, the front gate on the driver’s side is leaking water, and the car produces disturbing noises when driven on rough roads. When I reported the water leakage, the staff irresponsibly claimed that they had not done any work on the gate, even though the repair was clearly related to the gate itself. This denial of responsibility is unacceptable and reflects poorly on the dealership’s integrity.

I request that Nexa take immediate and strict corrective action, including:
- A thorough inspection and resolution of the issues with my vehicle.
- Accountability measures against Azad Motors, Dewas, for failing to provide adequate service and for dismissing genuine customer concerns.

I trust Nexa will uphold its commitment to customer satisfaction and ensure this matter is resolved promptly and seriously.

=============SYSNOPSIS=========Query - The Customer were reported customer is Not Satisfied with the service repair regarding highly unsatisfactory service received at Azad Motors in Dewas,  MP09WM9340 , MARUTI BALENO ZETA 1.2L ISS 5MT where critical vehicle defects were left unresolved. Despite bringing the car in for repairs, the driver-side front door continues to leak water into the cabin, and the vehicle emits disturbing noises when driven on rough roads. Furthermore, the dealership staff irresponsibly dismissed the customer's concerns and denied accountability, falsely claiming no work was done on the door despite it being part of the repair. Kindly resolve this issue please look into this Matter.","2026-06-18 15:46:55.617699","81111279@maruticrm.onmicrosoft.com","2026-06-18 15:46:55.617699","81111279@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 2","17031 - GRP","PATHANKOT VEHICLEADES PVT. LTD.","Nexa","B8558318716","""The customer is extremely upset because they can see scratches on their brand-new car, and they want to get the vehicle replaced. Please tell me how to check this urgently."" PATHANKOT VEHICLEADES PVT. LTD. VPO-BABRI,, TEHSIL/DISTT.GURDASPUR,, PUNJAB. PIN: 143521","2026-06-18 15:48:09.617813","1154261@maruticrm.onmicrosoft.com","2026-06-19 10:41:32.908163","qm.nexaptk@gmail.com","Close Initiated","Query - Sales","Active","1",NULL,NULL
"EAST 2","10265 - ADP","PEBCO MOTORS LTD.","Nexa","B1142154831","""The customer has officially refused to take delivery of their vehicle from PEBCO MOTORS LTD. MEDIUM SECTOR, INDUSTRIAL AREA, ADITYAPUR. PIN: 832109 due to a complete failure in service quality and absolute lack of communication. The vehicle was originally handed over to the workshop with specific mechanical issues; however, the service center failed to rectify any of the reported complaints. Furthermore, the dealership staff remained completely unresponsive and failed to provide any progress updates or resolution timelines to the customer during the servicing period. Consequently, upon inspection, the customer rightfully rejected the vehicle's delivery, leaving the car physically parked at the workshop premises until all primary issues are completely resolved. This case indicates severe service negligence and a breakdown in customer service standards. It requires immediate escalation to the Works Manager and Regional Service Head. The dealership must be strictly instructed to re-examine the vehicle under expert supervision, complete all pending repairs under warranty, and provide a formal compliance update to the customer within 24 hours before requesting a re-delivery inspection.""","2026-06-18 15:49:19.320916","1154589@maruticrm.onmicrosoft.com","2026-06-18 15:49:19.320916","1154589@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","13160 - BLH","RAJRUP MOTOR JUNCTION (A UNIT OF RMJ MOTORS PVT. LTD.)","Nexa","B0811545460","Customer is unable to login in  Suzuki connect application. As checked different number (9424483069) has been updated. Inform customer for the same & also inform that Number change/update will be done at dealership only. And after complete the Number change/update process customer will be able to login in  Suzuki connect application. So asked customer for dealership details but customer unable to share the details. Inform customer that please speak with dealership for the number change or please contact us with complete details. Customer agreed.

Number Updated:- 9424483069
Customer wants to Update the number:-9111405204 ""
","2026-06-18 15:51:16.017948","81107380@maruticrm.onmicrosoft.com","2026-06-19 12:36:24.050961","DMaria.Sudhakar@maruti.co.in","Close","Query - Sales","Close","1","2026-06-19 12:36:24.050976",NULL
"CENTRAL 1","10392 - KBS","MAGIC AUTO PVT LTD","Arena","B7051180598","""The customer received a message stating that their car booking has been cancelled. The customer wants to know if this has actually been done or if it is a mistake.""   MAGIC AUTO PVT LTD 7/56 DESBANDHU GUPTA ROAD, KAROLBAGH NEW DELHI, NEW DELHI. PIN: 110005 ","2026-06-18 15:53:59.859033","1154261@maruticrm.onmicrosoft.com","2026-06-18 15:53:59.859033","1154261@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"NORTH 4","16848 - ROU","GOYAL MOTORS PVT LTD","Nexa","B9127184973","customer called and said that he has booked jimni but n app showing grand vitara qcm number shared ","2026-06-18 15:58:26.00108","1154837@maruticrm.onmicrosoft.com","2026-06-18 15:58:26.00108","1154837@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"CENTRAL 3","10301 - URU","TECHNOY MOTORS INDIA PVT. LTD.","Arena","B0377930883","Customer Concern VOC-- Customer says I am writing this to inform about the aggressive telemarketing by Maruti Service Centers. 
Just a few important reminders feom Maruti regarding Service or other important information are well accepted. But multiple calls, SMS and WhatsApp messages per day regarding upcoming service of a vehicle regardless of working hours is not acceptable at all. 
There are repeated calls within a minute of not accepting a call which clearly is highly unprofessional and shows that at Maruti there is no respect for boundaries.
Relentless pestering via call/SMS/WhatsApp regarding service, service camps etc are well beyond normal limits.
Then there's feedback after a service.
First they will make a feedback video as soon as the vehicle rolls out of service regarding the experience of service. Then there are multiple calls regarding Rating of a particular service center days after making the feedback video. Then feedback and rating is asked on WhatsApp. 
These things ruin the experience. 
It feels extremely forced and unnecessary. It is like get one service done and then we will keep bothering you till the next 10 days and resume bothering as soon as the next service approaches.
This needs to be stopped.
Kindly look into this. Expecting a prompt response at the earliest.================================================Synopsis of VOC-- The complainant is formally raising a grievance against Maruti Suzuki regarding intrusive and aggressive telemarketing practices across multiple digital channels. The user strongly objects to receiving a relentless barrage of daily service reminders, SMS texts, and WhatsApp messages that disregard standard working hours, as well as experiencing intrusive back-to-back phone calls when a ring is left unanswered. Furthermore, the customer expresses intense frustration with the post-service feedback process, noting that they are pressured into filming a feedback video immediately upon vehicle rollout, only to be subjected to subsequent follow-up calls and digital messages demanding satisfaction ratings for days afterward. Characterizing the entire cycle as a forced, stressful experience that completely ruins the brand's customer service reputation, the complainant demands that Maruti Suzuki respect customer boundaries and immediately halt these overbearing promotional and tracking practices. Kindly look into this matter as earlier.","2026-06-18 15:58:54.496235","81111275@maruticrm.onmicrosoft.com","2026-06-18 15:58:54.496235","81111275@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","14353 - HAR","ONE UP MOTORS INDIA PVT. LTD.","Arena","B9774773300","The customer was not provided with the proper car documents/papers. Because of this, when their car recently met with an accident, they were unable to claim insurance. Instead, the showroom staff is questioning them as to why they handed over the car, making fun of them, and not providing proper assistance. A concern is being raised regarding this. Please help them on the phone as soon as possible.","2026-06-18 16:01:12.560767","81122552@maruticrm.onmicrosoft.com","2026-06-18 16:01:12.560767","81122552@maruticrm.onmicrosoft.com","New","Query - Sales","Active","2",NULL,NULL
"NORTH 4","10215 - GTR","KARNAL MOTORS PVT. LTD.","Nexa","B4069807269","customer have a issue in his vehicle that his vehicle is not starting right now so customer wanted to know that by this issue is occurring because customer vehicle got break down in on road and then he tow to his vehicle and then he taken his vehicle to home after that so customer wanted to do his vehicle issue resolve so query raised for customer regarding his concern and given number of a manager to customer regarding his concern . ","2026-06-18 16:04:53.139109","81109940@maruticrm.onmicrosoft.com","2026-06-18 16:04:53.139109","81109940@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 1","10382 - MCK","RADHA GOVIND AUTOMOBILES PVT LTD","Arena","B7926377588","customer called and said that he has got car after repair and said that his paint of the car is not done properly and stuppni cap also lost  and stuppni also has been replaced by the workshop,, and also boot space mat has been damaged, and for tyre they are asking to take from the meruth ,, and customer said that dues has been take by the insurance team ,, but finishing is not done and also given dents and scratches on the front and done paint but mismatch ,.customer said that advisor has not repaired the window just temporary fitted and done paint,","2026-06-18 16:11:32.104382","1154837@maruticrm.onmicrosoft.com","2026-06-18 16:11:32.104382","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 2","50113 - BRD","DINCO 4 WHEELS LLP","True Value","B2563425052","The customer bought a car from True Value on 15 February, but the dealer has still not transferred the RC (Registration Certificate) to their name. The customer's car has now met with an accident, and they urgently need to present the original RC, but the dealer is not giving a proper response. hence raise query","2026-06-18 16:16:27.230585","81119542@maruticrm.onmicrosoft.com","2026-06-18 16:16:27.230585","81119542@maruticrm.onmicrosoft.com","OPEN","Query-True Value","OPEN","1",NULL,NULL
"WEST 2","12805 - PUO","SEHGAL AUTORIDERS","Nexa","B5859382254","customer called and said he is facing issue related to the battery query raised wm gm number shared","2026-06-18 16:19:49.263309","1154837@maruticrm.onmicrosoft.com","2026-06-18 16:19:49.263309","1154837@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"SOUTH EAST 2","16666 - AJG","SKY AUTOMOBILES","Nexa","B5516843048","""The customer is registering a critical grievance regarding severe mental harassment, financial exploitation, and absolute dealer misconduct by Sky Automobiles. The customer booked a Maruti Suzuki Grand Vitara and was induced by the dealership to clear the entire vehicle payment in full. However, despite securing the full payment, the dealership staff has now completely refused to provide the vehicle, stating that the car has not arrived yet, and aggressively informed the customer that the vehicle will not be provided to them anytime soon. Furthermore, when trying to seek a delivery timeline or clarification regarding their hard-earned money, the customer was subjected to extreme misbehavior and unprofessional conduct by the showroom staff. The customer is currently in a state of immense distress due to this absolute breach of trust and illegal withholding of both their money and asset. This case represents a severe violation of dealer compliance and damage to the brand's core reputation. Immediate intervention is required from the Regional Sales Head, Commercial Compliance Desk, and Brand Nodal Officers to launch an official inquiry against Sky Automobiles management, investigate the location of the paid funds, freeze the vehicle allocation timeline, and provide a formal response to the customer within 24 hours.""","2026-06-18 16:20:29.356859","1154589@maruticrm.onmicrosoft.com","2026-06-19 10:33:18.742384","nexa.qualitymanager@gmail.com","Close Initiated","Query - Sales","Active","1",NULL,NULL
"CENTRAL 1","10177 - REK","RANA MOTORS PVT LTD","Arena","B2464740055","The customer has renewed their subscription. After this, the subscription status is updated in the app, but the app is still not showing updated data. Regarding this, they have been asked to share a screenshot via email.","2026-06-18 16:20:41.20945","81122552@maruticrm.onmicrosoft.com","2026-06-18 16:20:41.20945","81122552@maruticrm.onmicrosoft.com","OPEN","Query-Suzuki Connect-Gen 1","OPEN","1",NULL,NULL
"SOUTH 1","13367 - CAA","VISHNU CARS PVT. LTD.","Arena","B8699973507","Customer Concern VOC--- Customer says We purchased our car on 14th December 2024. At the time of sales, your sales representative assured us that a seat cover will be provided as a complimentary item.

However, during delivery, we were informed that the seat cover was out of stock and that we would be contacted once it arrived for installation. Till date, the seat cover has not been fixed.

Additionally, the number plate rivet has come off, and the car requires service. Unfortunately, we are not satisfied with the support we have received from Vishnu Cars so far. 

Despite following up with Mr. Vasanth Kumar (9677214667), we have not been receiving proper responses in this past Nine Month..

We request you to kindly confirm at the earliest whether the seat cover will be provided as promised. This will help us decide on our next steps. I purchased my vehicle from your dealership, and during delivery, all documents were handed over to me. The insurance provided was with National Insurance — a copy is enclosed for your reference.

However, while trying to renew the policy on 07.02.2026, I noticed that the insurance policy provided does not belong to my car. This has caused significant inconvenience, as I am currently unable to renew or take valid insurance for my vehicle. I am extremely disappointed with this serious lapse in your service.

Further to my previous communications, I would also like to highlight the following unresolved issues:

1.      The number plate for my car has still not been fixed.

2.      I gave my car for service on 03.12.2025 at Vishnu Cars, Avadi. I was informed of rat bites on the electrical wiring, and I specifically requested photos of the damage — which I have not received till date.

3.      After fixing the rat mat, I again requested photos but have not received them.

4.      I also informed the service team that a coin had fallen inside the AC vent, and requested them to remove it during the dashboard work. However, this was not done.

I am very disappointed with the lack of response and attention from your Avadi Vishnu Cars team.

I request your immediate action and clarification on the following points:

1.      Provide the original and correct insurance copy for my car.

2.      Confirm whether you can fix the number plate without further delay.

I look forward to your prompt response and resolution of the above issues.=================================================Synopsis of VOC-- The complainant is formally raising multiple serious grievances against Vishnu Cars (Avadi) regarding critical documentation failures, unfulfilled sales promises, and poor service quality for their vehicle purchased on 14 December 2024. Most critically, during a policy renewal attempt on 7 February 2026, the customer discovered that the dealership had mistakenly issued a National Insurance policy belonging to an entirely different car, leaving their vehicle without valid insurance and causing significant renewal complications. Additionally, despite a nine-month follow-up with a sales representative, a promised complimentary seat cover remains uninstalled, the car’s number plate has still not been fixed due to broken rivets, and multiple service requests from a visit on 3 December 2025—including requests for photographic proof of reported rat-bite wiring damage, verification of a rat mat installation, and the removal of a coin from the AC vent—were completely ignored by the workshop team. Kindly look into this matter as earlier.","2026-06-18 16:24:23.320509","81111275@maruticrm.onmicrosoft.com","2026-06-18 16:24:23.320509","81111275@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"NORTH 2","10188 - NHS","JAMKASH VEHICLEADES PVT. LTD","Arena","B3414791199","customer called and said that he has booked the car and he had been asked to clear the payment to get delivery and now customer wanted to get delivery by tomorrow only ,,sales m called and said that RTO and Number plate is not done","2026-06-18 16:30:04.892189","1154837@maruticrm.onmicrosoft.com","2026-06-19 12:07:54.021132","1080887@maruti.co.in","Close Initiated","Query - Sales","Active","1",NULL,NULL
"CENTRAL 1","15722 - JUP","JAGMOHAN AUTOMOTIVES","Nexa","B0250219356","The customer is facing a problem with his car shocker . The is damaged and is leaking. The customer is very upset. Workshop details have been shared.
","2026-06-18 16:34:05.724375","984335@maruticrm.onmicrosoft.com","2026-06-18 16:34:05.724375","984335@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 3","16577 - DD9","R B CARS PVT LTD","Nexa","B5634379530","Customer is unable to login in Suzuki connect application. As checked enrolment is pending. Inform customer for the same & also inform that enrolment will be done at dealership only. And after complete the  enrolment process customer has to drive the  vehicle for the activation. After that customer able to login in Suzuki connect application. So asked customer for dealership details & Customer shared the same. 
","2026-06-18 16:36:49.403261","81115935@maruticrm.onmicrosoft.com","2026-06-19 04:27:27.986453","qm.nexa@rbcars.co.in","Close Initiated","Query - Sales","Active","1",NULL,NULL
"CENTRAL 1","10392 - NGH","MAGIC AUTO PVT LTD","Arena","B0146859304","Customer facing issue regarding the noise in the car that he has visited to the service station and they are saying they do not cover this in the warranty. please look into the matter and resolve it asap. MAGIC AUTO PVT LTD 68/3, MOTI NAGAR MAIN, NAZFARGARH ROAD. PIN: 110015 ","2026-06-18 16:43:48.581324","1154261@maruticrm.onmicrosoft.com","2026-06-18 16:43:48.581324","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"EAST 2","12482 - PAT","ALANKAR AUTO SALES & SERVICE PVT. LTD.","Nexa","B3269426801","customer is unable to renew their subscription because they are not receiving the required OTP, and the ""Pay Now"" option fails to appear even after successfully filling out the captcha. To investigate this system glitch, I have requested the customer to share a screen recording and screenshots of the error, ","2026-06-18 16:47:24.592739","81107380@maruticrm.onmicrosoft.com","2026-06-18 16:47:24.592739","81107380@maruticrm.onmicrosoft.com","OPEN","Query-Suzuki Connect-Gen 2","OPEN","1",NULL,NULL
"EAST 3","14248 - PLV","PODDAR CAR WORLD PVT LTD","Arena","B8119427839","""The customer is extremely upset because when they purchased their car, they were overcharged. The dealership had promised to refund the extra amount, but it has been one and a half months (45 days) now, and the refund has still not been credited.""","2026-06-18 16:51:02.394043","1154261@maruticrm.onmicrosoft.com","2026-06-18 16:51:02.394043","1154261@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"EAST 1","11629 - VRC","SANEI MOTORS PVT. LTD.","Arena","B6659103327","customer stated that it has been nearly 4 months since they booked their vehicle, but delivery has still not been fulfilled. All necessary formalities, including the auto loan approval, are fully completed, and the customer holds a valid booking order form. Despite this, the dealership is continually delaying the delivery process. Since this is a commercial vehicle, the prolonged delay is causing severe operational and financial distress to the customer's business. I have told him that I will raise the concern from my end and you will get the update as quick as possible. Hence raised the concern.","2026-06-18 16:53:31.68503","81130307@maruticrm.onmicrosoft.com","2026-06-19 09:07:12.978037","Pratik.Biswal@maruti.co.in","Close","Query - Sales","Close","1","2026-06-19 09:07:12.978052",NULL
"EAST 1","11570 - BSR","BHANDARI AUTOMOBILES PVT LTD","Arena","B9370268391","The customer wants to know the status of car. Hence share the dealer details (SM) contact number.","2026-06-18 17:04:04.425259","81102452@maruticrm.onmicrosoft.com","2026-06-19 06:46:30.205999","qcmarenarajarhat@bhandariautomobile.com","Close Initiated","Query - Sales","Active","1",NULL,NULL
"NORTH 2","10188 - NHB","JAMKASH VEHICLEADES PVT. LTD","Arena","B2605131279","""The customer is very upset because when their car went to the service station, the bonnet (hood) was replaced without their permission. To make matters worse, after replacing the bonnet, the sensors installed in it are not working properly. Please check this urgently.""","2026-06-18 17:26:44.774234","1154261@maruticrm.onmicrosoft.com","2026-06-18 17:26:44.774234","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 1","11969 - SHM","RADHA GOVIND AUTOMOBILES PVT LTD","Arena","B3513837772","""The customer is extremely upset because they took their car to the service station, but the required spare part is still not available. As a result, the delivery of the vehicle is delayed. Please check this urgently."" RADHA GOVIND AUTOMOBILES PVT LTD KAIRANA ROAD,, OPP. POWER HOUSE,, KHEDI KARMU. PIN: 247776 ","2026-06-18 17:30:08.705957","1154261@maruticrm.onmicrosoft.com","2026-06-18 17:30:08.705957","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"WEST 1","12059 - BCN","SAI SERVICE PRIVATE LIMITED","Arena","B6473127232","The customer serviced their vehicle at Sai Service Private Limited, but the quality of work was highly unsatisfactory. The primary issues include a misaligned (crooked) steering wheel, which poses a serious safety risk, failure to top up the coolant, and a complete lack of vehicle cleaning and washing. Furthermore, the service center failed to provide a professional response until the customer shared a video proof. The workshop has now acknowledged the issue via video review and requested the customer to bring the vehicle back tomorrow morning for rectification. Given the severe lapses in quality and communication, the customer is extremely frustrated and anxious about their vehicle's safety and performance.","2026-06-18 17:40:30.233069","1154589@maruticrm.onmicrosoft.com","2026-06-18 17:40:30.233069","1154589@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","11084 - AGA","KTL PVT. LTD.","Arena","B1055396503","The customer called to report that their vehicle battery has not been working for the past three to four days. Regarding this, I informed them that the car battery carries its own independent manufacturer's warranty, and it is not directly covered under Maruti Suzuki's vehicle manufacturing warranty. However, I explained that if they want to claim the warranty for the battery, the complete procedure and guidance will be provided by the workshop team. The customer understood and agreed.","2026-06-18 17:46:02.496488","81122558@maruticrm.onmicrosoft.com","2026-06-18 17:46:02.496488","81122558@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"CENTRAL 4","15233 - NIJ","NIKUNJ MOTORS (A UNIT OF RSKS AUTOMOTIVES PVT","Nexa","B8108644902","""The customer is extremely irritated because he is receiving repeated service reminder calls. He wants these calls to stop immediately because he is in the Army, stays very busy, and gets highly disturbed by them. Please stop making service calls to him completely and arrange his pending refund of ₹5,000 immediately.""","2026-06-18 18:11:48.227882","1154261@maruticrm.onmicrosoft.com","2026-06-18 18:11:48.227882","1154261@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","16498 - PYR","SARASWATI MOTORS LLP","Arena","B7901015000","The customer's concern was that ever since they got their vehicle serviced, the AC has stopped working completely and is blowing hot air. Regarding this, I registered their case and forwarded the details to the workshop so they can assist the customer as soon as possible.","2026-06-18 18:20:11.660716","81122558@maruticrm.onmicrosoft.com","2026-06-18 18:20:11.660716","81122558@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 1","10868 - HLS","NAINITAL MOTORS PVT LTD","Arena","B1674719664","The customer stated that the dealership is overcharging them. Specifically, they are being charged an ex-showroom price of ₹10,88,000 instead of ₹10,83,000, and an insurance amount of ₹38,000 instead of ₹33,000. The customer called to inquire about this issue and has been provided with the sales manager's contact number for assistance. If the sales manager fails to resolve the issue, the case will be escalated to the next level","2026-06-18 18:22:28.315223","81111267@maruticrm.onmicrosoft.com","2026-06-18 18:22:28.315223","81111267@maruticrm.onmicrosoft.com","New","Query - Sales","Active","1",NULL,NULL
"CENTRAL 1","10744 - OIA","J.J. IMPEX (DELHI) LTD","Nexa","B5276627216","The customer's concern was that air is leaking from their vehicle's tyre, even though there is no puncture or visible damage. Regarding this, I provided them with the details of the workshop and advised them to visit once to get it resolved. The customer agreed","2026-06-18 20:00:37.137031","81122558@maruticrm.onmicrosoft.com","2026-06-18 20:00:37.137031","81122558@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
"NORTH 3","10018 - HSN","KTL PVT. LTD.","Arena","B5784837280","Customer want the service center details ","2026-06-19 01:01:17.086648","1154589@maruticrm.onmicrosoft.com","2026-06-19 01:01:17.086648","1154589@maruticrm.onmicrosoft.com","OPEN","Query- Service","OPEN","1",NULL,NULL
